City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
469,Pringsewu,ID,-5.3582,104.9744,72.9,96,71,1.88,broken clouds
470,Homer,US,59.6425,-151.5483,7.03,72,13,16.13,few clouds
471,Champerico,GT,14.3,-91.9167,88.34,70,1,6.8,clear sky
472,Knysna,ZA,-34.0363,23.0471,64.78,88,86,1.63,overcast clouds
473,Veliki Crljeni,RS,44.4675,20.2844,33.08,99,100,12.28,snow
474,Neiafu,TO,-18.65,-173.9833,81.28,83,75,2.3,light rain
475,Krasnoselkup,RU,65.7,82.4667,-16.78,92,100,5.95,overcast clouds
476,Stabat,ID,3.761,98.4513,75.4,97,75,3.18,broken clouds
477,Atamanovka,RU,51.93,113.63,16.23,83,100,6.08,overcast clouds
478,Vao,NC,-22.6667,167.4833,75.67,93,100,14.32,light rain
479,Hede,CN,33.7681,120.2517,32.81,66,0,6.35,clear sky
480,Manoel Urbano,BR,-8.8389,-69.2597,76.59,94,99,2.98,overcast clouds
481,Yumen,CN,40.2833,97.2,19.0,38,0,16.96,clear sky
482,Haines Junction,CA,60.7522,-137.5108,-5.85,54,99,8.05,overcast clouds
483,Hasaki,JP,35.7333,140.8333,50.22,52,59,21.27,broken clouds
484,Bonavista,CA,48.6499,-53.1147,44.11,73,100,30.42,overcast clouds
485,Flin Flon,CA,54.7682,-101.865,10.24,85,90,3.44,overcast clouds
486,Nouakchott,MR,18.0858,-15.9785,71.53,29,80,10.31,broken clouds
487,Fortuna,US,40.5982,-124.1573,53.65,78,75,5.99,broken clouds
488,Beloha,MG,-25.1667,45.05,72.0,84,55,6.89,broken clouds
489,Ponta Do Sol,PT,32.6667,-17.1,64.0,78,46,1.7,scattered clouds
490,Turukhansk,RU,65.8167,87.9833,-11.56,92,100,4.07,overcast clouds
491,Hit,IQ,33.6416,42.8251,57.02,40,91,8.14,overcast clouds
492,Morondava,MG,-20.2833,44.2833,79.48,73,91,4.88,overcast clouds
493,Harlingen,US,26.1906,-97.6961,68.09,56,30,10.07,scattered clouds
494,Ajdabiya,LY,30.7554,20.2263,59.07,62,1,7.78,clear sky
495,Port Moresby,PG,-9.4431,147.1797,78.22,89,75,5.75,broken clouds
496,Finote Selam,ET,10.7,37.2667,55.4,37,48,3.6,scattered clouds
497,Karratha,AU,-20.7377,116.8463,89.1,22,0,10.87,light rain
498,Nishihara,JP,26.1842,127.7558,67.28,73,75,21.85,broken clouds
499,Ibra,OM,22.6906,58.5334,59.88,64,7,2.89,clear sky
500,Wadi Musa,JO,30.3222,35.4793,59.09,26,100,5.06,overcast clouds
501,Iskateley,RU,67.6803,53.1512,16.11,95,100,9.33,overcast clouds
502,Port Shepstone,ZA,-30.7414,30.455,73.69,90,100,4.92,overcast clouds
503,Iqaluit,CA,63.7506,-68.5145,6.53,65,75,10.0,broken clouds
504,Maloy,NO,61.9353,5.1136,44.73,85,98,8.99,overcast clouds
505,Aquiraz,BR,-3.9014,-38.3911,86.22,65,63,12.64,broken clouds
506,Medina,SA,24.4686,39.6142,68.43,22,0,9.22,clear sky
507,Varhaug,NO,58.6147,5.6457,43.9,89,100,14.61,overcast clouds
508,Saint Anthony,US,45.0205,-93.218,35.53,68,75,1.01,light snow
509,Ruteng,ID,-8.6136,120.4721,66.85,85,99,0.25,overcast clouds
510,Solvychegodsk,RU,61.3305,46.9156,8.22,92,50,6.29,scattered clouds
511,Denpasar,ID,-8.65,115.2167,78.46,94,40,3.44,scattered clouds
512,Lichuan,CN,30.3,108.85,34.14,96,74,2.98,broken clouds
513,Katangli,RU,51.7102,143.2326,26.33,95,99,18.75,light snow
514,Byron Bay,AU,-28.65,153.6167,75.18,77,95,10.49,overcast clouds
515,Manta,EC,-0.95,-80.7333,74.98,88,90,2.3,moderate rain
516,Sao Joao Da Barra,BR,-21.6403,-41.0511,76.21,90,90,21.83,overcast clouds
517,San Rafael,AR,-34.6177,-68.3301,71.91,32,0,11.05,clear sky
518,Amapa,BR,1.0,-52.0,73.49,97,72,3.02,broken clouds
519,Aluksne,LV,57.4167,27.05,31.3,98,100,5.99,light snow
520,Pachora,IN,20.6667,75.35,66.92,54,8,5.08,clear sky
521,Tura,IN,25.5198,90.2201,55.92,77,0,3.71,clear sky
522,Otavi,NA,-19.65,17.3333,69.58,68,85,1.92,overcast clouds
523,Wilkie,CA,52.4168,-108.7014,21.58,98,77,4.03,broken clouds
524,Hollister,US,36.8525,-121.4016,56.66,64,75,9.22,broken clouds
525,Arrecife,ES,28.963,-13.5477,64.47,67,0,5.75,clear sky
526,Montlucon,FR,46.3333,2.6,43.11,94,96,3.2,overcast clouds
527,Zhangjiakou,CN,40.81,114.8794,17.78,32,0,0.89,clear sky
528,Chavakkad,IN,10.5333,76.05,74.57,77,33,13.42,scattered clouds
529,Umm Lajj,SA,25.0213,37.2685,76.19,41,100,3.38,overcast clouds
530,Asosa,ET,10.0667,34.5333,64.87,25,81,4.09,broken clouds
531,Tandil,AR,-37.3217,-59.1332,66.74,71,83,6.06,broken clouds
532,Launceston,AU,-41.45,147.1667,65.61,54,75,5.99,broken clouds
533,Zhanaozen,KZ,43.3,52.8,23.13,67,0,10.02,clear sky
534,Leme,BR,-22.1856,-47.3903,81.36,81,75,6.24,broken clouds
535,Tautira,PF,-17.7333,-149.15,86.02,79,87,10.67,light rain
536,Baijiantan,CN,45.6333,85.1833,13.64,89,87,0.31,overcast clouds
537,Bereda,ES,43.2686,-7.5406,45.57,100,74,1.88,broken clouds
538,Farmington,US,36.7281,-108.2187,42.1,29,45,5.82,scattered clouds
539,Khingansk,RU,49.1167,131.1833,-13.68,99,100,4.56,overcast clouds
540,Pulgaon,IN,20.7333,78.3333,61.29,59,50,5.14,scattered clouds
541,Kulhudhuffushi,MV,6.6221,73.07,81.07,76,95,6.44,overcast clouds
542,Kangaatsiaq,GL,68.3065,-53.4641,19.98,92,100,5.84,overcast clouds
543,Dingle,PH,10.9995,122.6711,76.8,92,88,8.25,overcast clouds
544,Touros,BR,-5.1989,-35.4608,83.3,76,8,15.59,clear sky
545,Cooma,AU,-36.2333,149.1333,56.97,100,75,8.05,broken clouds
546,Covington,US,39.0837,-84.5086,45.25,54,4,5.79,clear sky
547,Odweyne,SO,9.4092,45.064,66.24,47,4,17.49,clear sky
548,Port Macquarie,AU,-31.4333,152.9167,74.89,60,1,10.16,clear sky
549,Tumbagaan,PH,5.3656,120.3139,80.49,81,33,3.38,scattered clouds
550,Altay,CN,47.8667,88.1167,10.87,64,86,5.37,overcast clouds
551,Kandrian,PG,-6.2167,149.55,81.54,82,100,4.41,overcast clouds
552,Yuzawa,JP,39.1667,140.5,30.02,86,100,21.18,light snow
553,Sarangani,PH,5.4033,125.4636,83.07,74,98,8.41,overcast clouds
554,Sawtell,AU,-30.3833,153.1,71.92,72,40,13.8,scattered clouds
555,Crotone,IT,39.0851,17.1178,40.93,62,69,19.86,broken clouds
556,Fernie,CA,49.5,-115.0687,33.89,86,42,4.88,scattered clouds
557,Padang,ID,-0.9492,100.3543,77.05,93,100,1.66,overcast clouds
558,Ferkessedougou,CI,9.6,-5.2,78.85,21,12,2.89,few clouds
559,Kijang,KR,35.2442,129.2139,29.93,30,0,5.01,clear sky
560,Shirokiy,RU,49.758,129.523,-20.85,97,11,4.27,few clouds
561,Lohja,FI,60.2486,24.0653,33.51,100,100,2.46,overcast clouds
562,Reftinskiy,RU,57.0901,61.6769,10.8,64,57,11.39,broken clouds
563,Salisbury,GB,51.0693,-1.7957,54.57,80,100,16.02,overcast clouds
564,Nemours,FR,48.2751,2.6908,49.95,90,85,5.88,overcast clouds
565,Zakamensk,RU,50.3741,103.2863,-0.35,92,50,3.69,scattered clouds
566,Road Town,VG,18.4167,-64.6167,79.0,89,40,9.22,scattered clouds
567,Portland,US,45.5234,-122.6762,46.45,86,75,4.0,broken clouds
568,Tanete,ID,-3.9443,119.7848,78.66,88,97,2.73,overcast clouds
569,Balaipungut,ID,1.05,101.2833,73.81,99,100,2.84,overcast clouds
570,Sovetskiy,RU,61.3614,63.5842,12.24,88,89,5.88,overcast clouds
571,Ocos,GT,14.5094,-92.1933,88.3,71,0,5.66,clear sky
572,Pacasmayo,PE,-7.4006,-79.5714,69.64,77,61,12.06,broken clouds
573,Te Anau,NZ,-45.4167,167.7167,63.48,58,60,3.02,broken clouds
574,Zaraza,VE,9.3503,-65.3245,75.81,86,82,7.31,broken clouds
575,Baykit,RU,61.67,96.37,-25.19,99,40,2.21,scattered clouds
576,Lowestoft,GB,52.4752,1.7516,53.94,93,100,14.67,overcast clouds
577,Lovozero,RU,68.005,35.0117,19.83,97,100,3.13,overcast clouds
578,Sept-Iles,CA,50.2001,-66.3821,29.05,68,40,20.0,scattered clouds
579,Srednekolymsk,RU,67.45,153.6833,-39.23,97,98,2.35,overcast clouds
580,Kirakira,SB,-10.4544,161.9205,83.7,81,96,14.58,overcast clouds
581,Codrington,AU,-38.2667,141.9667,84.02,23,63,16.11,broken clouds
582,Unai,BR,-16.3575,-46.9061,73.08,92,100,2.26,overcast clouds
583,Tamiahua,MX,21.2667,-97.45,70.05,52,86,8.59,overcast clouds
584,Nago,JP,26.5881,127.9761,68.07,70,99,17.02,overcast clouds
585,Dalbandin,PK,28.8947,64.4101,48.7,28,0,4.88,clear sky
586,Birin,NP,26.8865,88.0718,45.18,72,1,4.65,clear sky
587,Lazarev,RU,52.225,141.5131,24.03,94,97,21.23,light snow
588,Barra,BR,-11.0894,-43.1417,78.53,72,97,5.46,overcast clouds
589,Eyl,SO,7.9803,49.8164,75.02,77,19,19.48,few clouds
590,Magole,TZ,-6.3667,37.3667,69.84,95,47,1.57,light rain
591,Torres,BR,-29.3353,-49.7269,74.82,91,15,3.69,few clouds
592,Xining,CN,36.6167,101.7667,21.27,30,0,2.53,clear sky
593,Merauke,ID,-8.4667,140.3333,80.29,83,99,13.67,overcast clouds
594,Myaundzha,RU,63.0494,147.1858,-17.57,92,100,4.5,overcast clouds
595,Biloela,AU,-24.4167,150.5,80.17,53,0,9.1,clear sky
596,Mount Isa,AU,-20.7333,139.5,89.37,15,8,5.75,clear sky
597,Tapejara,BR,-28.0681,-52.0139,70.56,65,22,3.42,few clouds
598,Masingbi,SL,8.7833,-11.95,75.79,83,34,2.06,scattered clouds
599,Sibolga,ID,1.7427,98.7792,75.42,91,100,1.19,overcast clouds
600,Florida,US,28.7505,-82.5001,75.94,89,1,0.0,clear sky
601,Privolzhye,RU,52.8649,48.6044,17.83,70,8,4.92,clear sky
602,Luena,AO,-11.7833,19.9167,65.44,90,99,3.67,overcast clouds
603,Coari,BR,-4.085,-63.1414,75.25,96,100,2.06,overcast clouds
604,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,77.94,86,71,2.57,broken clouds
605,La Ronge,CA,55.1001,-105.2842,10.65,92,90,1.14,overcast clouds
606,Jalu,LY,29.0331,21.5482,54.43,74,2,8.79,clear sky
607,Colares,PT,38.7992,-9.4469,61.32,69,3,1.01,clear sky
608,Luganville,VU,-15.5333,167.1667,81.82,86,100,13.96,overcast clouds
609,Le Port,RE,-20.9373,55.2919,77.0,79,31,5.1,scattered clouds
610,Uvalde,US,29.3669,-99.767,64.13,18,1,8.05,clear sky
611,Sokoto,NG,13.0609,5.239,74.21,16,45,10.04,scattered clouds
612,Sergeyevka,KZ,53.88,67.4158,5.2,90,18,8.05,few clouds
613,Opuwo,NA,-18.0607,13.84,73.13,63,37,11.05,light rain
614,Faya,SA,18.3851,42.4509,48.13,44,6,3.53,clear sky
615,Muroto,JP,33.2833,134.15,52.83,59,12,11.5,few clouds
616,Uige,AO,-7.6087,15.0613,66.96,98,100,0.56,light rain
617,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.96,98,100,0.2,overcast clouds
618,Mombetsu,JP,44.3525,143.3525,31.86,69,51,25.1,broken clouds
619,Laguna,US,38.421,-121.4238,54.41,88,90,3.0,haze
620,Houston,US,29.7633,-95.3633,62.1,47,1,3.0,clear sky
621,Aizawl,IN,23.7333,92.7167,44.6,76,0,2.71,clear sky
622,Komsomolskiy,UZ,40.4272,71.7189,35.02,37,43,1.57,scattered clouds
623,Banda Aceh,ID,5.5577,95.3222,77.07,86,17,12.39,few clouds
624,Lichinga,MZ,-13.3128,35.2406,65.05,61,3,8.48,clear sky
625,Kikwit,CD,-5.041,18.8162,70.11,97,100,0.47,overcast clouds
626,Itacare,BR,-14.2775,-38.9967,76.96,84,97,6.82,overcast clouds
627,Buin,CL,-33.7333,-70.75,70.88,37,0,11.63,clear sky
628,The Pas,CA,53.8251,-101.2541,13.84,97,100,3.76,overcast clouds
629,Da Nang,VN,16.0678,108.2208,73.38,78,75,5.75,broken clouds
630,Mumbwa,ZM,-14.9783,27.0619,76.51,33,57,9.66,broken clouds
631,Carutapera,BR,-1.195,-46.02,79.41,83,25,7.92,scattered clouds
632,Lethem,GY,3.3803,-59.7968,80.49,72,98,10.16,overcast clouds
633,Macau,MO,22.2006,113.5461,65.07,68,20,21.85,few clouds
634,Caibarien,CU,22.5206,-79.4669,77.56,79,7,12.82,clear sky
635,Pozo Colorado,PY,-23.4923,-58.7972,83.88,62,93,7.56,overcast clouds
636,Kawai,JP,34.2333,135.85,42.15,89,97,7.52,overcast clouds
637,Okha,RU,53.5739,142.9478,24.58,90,100,19.51,overcast clouds
638,Gravelbourg,CA,49.8834,-106.5512,29.7,83,61,9.86,broken clouds
639,Watertown,US,42.3709,-71.1828,43.0,48,2,1.99,clear sky
640,San Juan,AR,-31.5375,-68.5364,77.14,40,7,19.37,clear sky
641,Zlobin,HR,45.2924,14.6541,38.5,46,0,13.8,clear sky
642,Tommot,RU,58.9564,126.2925,-32.17,98,76,1.39,broken clouds
643,Porto Walter,BR,-8.2686,-72.7439,80.08,80,67,4.68,broken clouds
644,Kuytun,RU,54.3419,101.5036,14.95,83,100,10.27,overcast clouds
645,De Panne,BE,51.0792,2.5917,51.46,92,90,6.91,overcast clouds
646,Ariquemes,BR,-9.9133,-63.0408,75.49,97,100,3.47,overcast clouds
647,Severomorsk,RU,69.0689,33.4162,25.2,92,92,9.64,overcast clouds
648,Wates,ID,-8.1326,111.9541,77.68,86,82,5.17,broken clouds
649,Gadwal,IN,16.2333,77.8,70.02,78,99,3.65,overcast clouds
650,Ixtapa,MX,20.7,-105.2,79.23,84,7,5.01,clear sky
651,Biak,ID,-0.9131,122.8766,79.39,78,99,2.86,overcast clouds
652,Kaspiyskiy,RU,45.3929,47.3707,34.38,73,8,17.02,clear sky
653,Rokytne,UA,51.2796,27.214,38.39,99,100,5.82,overcast clouds
654,Kampene,CD,-3.6,26.6667,70.11,97,100,1.1,overcast clouds
655,Kisanga,TZ,-7.4362,37.7034,72.9,94,88,2.77,overcast clouds
656,Muros,ES,42.7762,-9.0603,56.84,96,68,6.26,broken clouds
657,Sola,VU,-13.8833,167.55,81.09,81,100,17.83,overcast clouds
658,Charleroi,BE,50.413,4.4465,49.06,97,75,9.22,broken clouds
659,Ayorou,NE,14.7308,0.9174,76.03,13,34,8.37,scattered clouds
660,Kutum,SD,14.2,24.6667,65.41,33,47,5.97,scattered clouds
661,Abbeville,FR,50.1,1.8333,53.56,92,66,7.78,broken clouds
662,Maniitsoq,GL,65.4167,-52.9,19.63,65,7,5.08,clear sky
663,Krasnyy Kurgan,RU,43.9422,42.6108,25.68,54,57,6.51,broken clouds
664,Sri Aman,MY,1.2376,111.4621,73.42,99,100,1.39,overcast clouds
665,Ipojuca,BR,-8.3989,-35.0639,78.82,80,16,8.61,few clouds
666,Paracuru,BR,-3.41,-39.0306,82.42,77,68,12.55,broken clouds
667,Qaqortoq,GL,60.7167,-46.0333,19.9,85,8,4.94,clear sky
668,Kiruna,SE,67.8557,20.2251,5.92,97,99,2.66,overcast clouds
669,Rapid Valley,US,44.0625,-103.1463,47.25,48,1,8.05,clear sky
670,Ketchikan,US,55.3422,-131.6461,29.86,81,96,5.55,overcast clouds
671,Ushibuka,JP,32.1906,130.0228,51.28,64,81,15.05,broken clouds
672,Nicoya,CR,10.1483,-85.452,79.72,71,28,6.8,scattered clouds
673,Mantua,IT,45.1667,10.7833,43.83,88,97,1.01,overcast clouds
674,Anadyr,RU,64.75,177.4833,-28.7,75,75,11.18,fog
675,Chirongui,YT,-12.9319,45.1483,80.53,72,76,8.5,broken clouds
676,Kortkeros,RU,61.8106,51.5806,1.4,96,89,4.83,overcast clouds
677,Lakes Entrance,AU,-37.8811,147.981,67.15,65,3,8.1,clear sky
678,Geraldton,AU,-28.7667,114.6,61.21,72,58,6.91,broken clouds
679,Leningradskiy,RU,69.3833,178.4167,-31.25,91,3,4.41,clear sky
680,Mutoko,ZW,-17.397,32.2268,69.55,47,26,8.75,scattered clouds
681,High Level,CA,58.5169,-117.136,-9.26,96,97,4.63,overcast clouds
682,Mitu,CO,1.1983,-70.1733,76.59,87,85,2.55,overcast clouds
683,Hualmay,PE,-11.0964,-77.6139,69.69,80,70,9.62,broken clouds
684,Garden City,US,42.3256,-83.331,44.44,61,2,5.01,clear sky
685,Zemetchino,RU,53.4973,42.6163,21.81,71,30,10.63,scattered clouds
686,Aiken,US,33.5835,-81.5998,52.45,58,1,0.0,clear sky
687,Pachino,IT,36.7186,15.0907,42.84,71,55,6.87,broken clouds
688,San Jose,US,37.3394,-121.895,56.1,77,90,4.0,overcast clouds
689,Renqiu,CN,38.6989,116.0936,25.32,45,0,6.31,clear sky
690,Isangel,VU,-19.55,169.2667,83.21,77,100,10.02,overcast clouds
691,Canora,CA,51.6333,-102.4343,20.35,92,81,6.11,broken clouds
692,Kuala Terengganu,MY,5.3302,103.1408,75.85,87,60,4.56,broken clouds
693,Micheweni,TZ,-4.9667,39.8333,77.94,84,47,6.82,moderate rain
694,Kamenz,DE,51.268,14.0937,40.08,95,100,7.25,overcast clouds
695,Qasigiannguit,GL,68.8193,-51.1922,19.65,93,92,6.31,overcast clouds
696,Kashi,CN,39.4547,75.9797,20.1,67,10,1.7,clear sky
697,Teguise,ES,29.0605,-13.564,57.42,67,0,5.75,clear sky
698,Nador,MA,35.174,-2.9287,57.45,88,0,1.14,clear sky
699,Liverpool,GB,53.4106,-2.9779,54.28,82,20,5.99,few clouds
700,Bacolod,PH,10.6667,122.95,78.75,85,76,7.45,broken clouds
701,Baruun-Urt,MN,46.6806,113.2792,13.37,61,3,20.85,clear sky
702,Geri,CY,35.1,33.4167,63.32,82,0,0.0,clear sky
703,Meulaboh,ID,4.1363,96.1285,75.45,90,88,1.63,overcast clouds
704,Rio Gallegos,AR,-51.6226,-69.2181,51.44,34,51,32.21,broken clouds
705,Moscow,RU,55.7522,37.6156,25.38,94,100,7.16,overcast clouds
706,Skjervoy,NO,70.0311,20.9714,34.36,98,100,9.37,light rain
707,Krugersdorp,ZA,-26.0858,27.7752,65.75,83,100,6.35,overcast clouds
